회계 연도,매입 마감 (월),발주처,비용배분,S&I 센터,작업유형,장소,건물동,계약명, PO금액,PO번호,PR번호,PR금액,부서,전체 세대수,동별 기본 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,09월30일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 최권일(중앙연구소),1720000,4506976237-10,85774882-60,2398000,중앙연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,09월30일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 이세경(기초소재연구소),1720000,4506976238-10,85774882-70,2398000,기초소재연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,09월30일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 송진숙(중앙연구소),1720000,4506976239-10,85774882-80,2398000,중앙연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,10월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 이규련(기초소재연구소),1720000,4507021642-10,85870111-10,2398000,기초소재연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,10월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 이충환(중앙연구소),1720000,4507021643-10,85870111-20,2398000,중앙연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,10월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 박정현(중앙연구소),1720000,4507021644-10,85870111-30,2398000,중앙연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,10월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 조대준(기초소재연구소),1720000,4507021645-10,85870111-40,2398000,기초소재연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,10월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 황선환(기초소재연구소),1720000,4507021646-10,85870111-50,2398000,기초소재연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,10월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 강현준(기초소재연구소),1720000,4507021647-10,85870111-60,2398000,기초소재연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,10월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 박성해(Mobile전지),1720000,4507021648-10,85870111-70,2398000,Mobile전지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,10월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 변진석(중앙연구소),1720000,4507021649-10,85870111-80,2398000,중앙연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,12월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 이민형(Battery연구소),1085750,4507069693-10,85976275-10,1153000,Battery연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,12월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 변은경(정보전자소재연구소),1935000,4507071880-10,85978960-10,2228000,정보전자소재연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,12월31일,엘지화학,단독,운영센터,임차사택 공가 수장공사,원외(임차사택),기타,임차사택 수장공사 박창홍(기초소재연구소),1935000,4507071330-10,85978971-10,2228000,기초소재연구소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14년,09월30일,엘지화학,단독,운영센터,기계수리,원내(화학),5Pilot동,5P동 디퓨져 설치,752500,4506625047-10,85082506-10,800000,전력저장전지.개발.기획P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),특수2Pilot동,포메이션제습기 보수(냉매누설),1075000,4506717554-10,85255715-10,1200000,Mobile전지.개발.전지Pilot실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),특수2Pilot동,LiLB 제습기 보수(로터씰교환등),3859250,4506717553-10,85255621-10,4370000,Mobile전지.개발.전지Pilot실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,FAB CDU-102 A Compressor 교체 공사,1935000,4506739037-10,85270594-10,2098000,CRD연구소.FAB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),2연구동,21309호 콜드룸 팽창변 교체 작업,860000,4506718417-10,85264722-10,902000,석유화학연구소.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,31200 냉매 배관 Leak 보수  및 충진,698750,4506732276-10,85281966-10,750000,정보전자소재연구소.실리콘소재PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,3L202 에어콘 교체 공사,1955425,4506737523-10,85270712-10,1957000,CRD연구소.형상분석PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),본관동,차량관리실 에어컨 구입,1763000,4506737529-10,85272495-10,2000000,기술연구원.총무팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),동력동,동력동 실험실 에어컨 수리,338625,4506736488-10,85288086-10,346000,전지.품질.품질연구.인증평가팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),본관동,영업팀 에어컨 이설 공사,1905975,4506740535-10,85280231-60,1952000,기술연구원.총무팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14년,12월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,항온항습기 가습기 교체외 수리,2253200,4506743411-10,85293045-10,2300000,정보전자소재연구소.접착소재PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,01월31일,엘지화학,단독,운영센터,기계수리,원내(화학),2연구동,23309 콜드룸 냉매 Leak 보수 작업,688000,4506763575-10,85317780-10,719000,기초소재연구소.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,01월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,분리막 제습기 보수,2085500,4506765042-10,85315583-10,2290000,Mobile전지.개발.전지Pilot실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,01월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,전극실 공조기 보수,2580000,4506765041-10,85315581-10,2830000,Mobile전지.개발.전지Pilot실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,01월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,Air 배관 공사 (FE 실험기기용),1206150,4506763214-10,85314632-10,1230000,TECH센터.PVC/가소제팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,01월31일,엘지화학,단독,운영센터,기계수리,원내(화학),3Pilot동,3P223 항온항습기 필터 교체,322500,4506763685-10,85321056-10,350000,정보전자소재연구소.OLED조명1PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,01월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,항온항습기 가습기 교체,160175,4506769789-10,85317663-10,160000,중앙연구소.기반기술.무기분석PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,01월31일,엘지화학,단독,운영센터,기계수리,원내(화학),2연구동,23223 항온항습기 냉매 Leak 보수,548250,4506766140-10,85322636-10,557000,기초소재연구소.HPL PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,01월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,항온항습기 콘트롤러 교체,322500,4506768957-10,85326365-10,350000,정보전자소재연구소.접착소재PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,02월28일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,4P CDU 302A 왕복동 냉동기 수리,1045975,4506775226-10,85332202-10,1070000,중앙연구소.기반기술.FAB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,02월28일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,33304 항온항습기 수리,1498550,4506775227-10,85330532-10,1535000,정보전자소재연구소.액정광학필름PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,02월28일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,33321 항온항습기 수리,999750,4506780811-10,85335469-10,1090000,정보전자소재연구소.편광판PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,02월28일,엘지화학,단독,운영센터,기계수리,원내(화학),,지하 공조기용 냉매배관 Leak 보수,935250,4506780810-10,85339147-10,1090000,Mobile전지.개발.전지Pilot실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,02월28일,엘지화학,단독,운영센터,기계수리,원내(화학),,전극실 공조기용 실외기 보수,956750,4506780809-10,85339075-10,1060000,Mobile전지.개발.전지Pilot실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,02월28일,엘지화학,단독,운영센터,기계수리,원내(화학),특수2Pilot동,특2S209 연구실 에어컨 신설,4161325,4506788898-10,85343498-10,4245000,기초소재연구소.PBE PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,02월28일,엘지화학,단독,운영센터,기계수리,원내(화학),특수2Pilot동,2S209 에어컨 드레인 배관 설치,256925,4506788904-10,85339045-10,266000,기초소재연구소.PBE PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,02월28일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,FAB1 101A CDU 수리,894400,4506793302-10,85355444-10,918000,중앙연구소.기반기술.FAB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,02월28일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,FAB1 102 A호기 CDU 냉매 Leak 공사,2214500,4506793303-10,85359991-10,2264000,중앙연구소.기반기술.FAB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),동력동,동력동 실험실 에어컨 수리,1601750,4506808699-10,85385704-10,1634000,전지.품질.품질연구.인증평가팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,33321 항온항습기 수리,1102950,4506809135-10,85380450-10,1130000,정보전자소재연구소.편광판PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,31220 에어컨 실외기 수리,309600,4506809134-10,85379586-10,320000,재료연구소.양극재PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,"FAB1,2 CDU 냉매 배관 보온재 설치 공사",3634575,4506811750-10,85394707-10,3716000,중앙연구소.기반기술.FAB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,클림룸 항온항습기 수리,860000,4506819020-10,85414434-10,850000,Display재료.감광재개발1팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,클림룸 항온항습기 실외기 FAN 구매,344000,4506819021-10,85418163-10,360000,Display재료.감광재개발1팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,4P332 냉매배관 Leak 수리,763250,4506819364-10,85424695-10,820000,정보전자소재연구소.OLED조명2PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),동력동,동력동 에어컨 실외기 콤프레샤 수리,1342675,4506826209-10,85414565-10,1376000,전지.품질.품질연구.인증평가팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),가공Pilot동,가공Pilot 크린룸 공조기 제어판넬 수리,290250,4506825991-10,85434770-10,430000,정보전자소재연구소.고기능다층필름PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),,전지Pilot 공조기 프리쿨러 수리,1499625,4506828844-10,85422040-10,1580000,Battery연구소.전지 Pilot실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,33320 실험실 항온항습기 수리,774000,4506826340-10,85443918-10,792000, 정보전자소재연구소.기능성광학필름PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),3Pilot동,3P241 에어컨 이설 공사,1756550,4506788897-10,85340668-20,1812000,Display재료.M-TFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기계수리,원내(화학),3Pilot동,3P241 드레인 배관 공사,1253450,4506788896-10,85340668-10,1290000,Display재료.M-TFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),5연구동,5L212 에어컨 이설 ,1627550,4506835730-10,85449443-10,1680000,중앙연구소.기반기술.RPAT PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),5연구동,5L212 에어컨 드레인 배관,856775,4506834898-10,85449443-20,885000,중앙연구소.기반기술.RPAT PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),4연구동,41316 에어컨 드레인 배관,2975600,4506834832-10,85426504-10,3058000,전지.품질.품질연구.인증평가팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,4P122 에어컨 드레인 배관,2632675,4506834831-10,85426502-10,2703000,전지.품질.품질연구.인증평가팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,33321 항온항습기 수리 2차,967500,4506834478-10,85455347-10,1050000,정보전자소재연구소.편광판PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),2연구동,21309 콜드룸 도어락 교체,516000,4506835013-10,85462531-10,541000,기초소재연구소.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),5연구동,52320 항온항습기 필터교체,505250,4506842235-10,85470663-10,530000,중앙연구소.기반기술.코팅PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,31318 항온항습기 수리,827750,4506842236-10,85469201-10,880000,정보전자소재연구소.FCCL PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),특수2Pilot동,2S128호 CMP실 항온항습기 보수작업,774000,4506842834-10,85469351-10,849000,재료연구소.양극재PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),특수1Pilot동,1S204 냉난방기 신설,4220450,4506844240-10,85454573-10,4311000,기초소재연구소.SSBR PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),특수1Pilot동,1S204 냉난방기 드레인 배관 작업 ,693375,4506842404-10,85454573-20,715000,기초소재연구소.SSBR PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),본관동,전산실 항습기 수리(실린더 및 필터),1053500,4506842835-10,85476126-10,1300000,기술연구원.대전.정보지원팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),,실외 Fan Motor 교체,967500,4506843190-10,85476137-10,1050000,중앙연구소.기반기술.PT PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),,항온항습기 수리,1720000,4506844125-10,85454702-10,1830000,기초소재연구소.HBB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),,드라이룸 공조기 필터 교체,1701725,4506844552-10,85478992-10,1736000,Battery연구소.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,FAB1 102 A호기 Compressor 교체 공사,3801200,4506852689-10,85490214-10,3914000,중앙연구소.기반기술.FAB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),,항온항습기 수리,752500,4506854036-10,85503768-10,789000,TECH센터.고무／특수수지팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),3연구동,31204 항온항습기 수리,817000,4506855163-10,85509906-10,898000,재료연구소.실리콘소재PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),본관동,본관동 식당 냉동기 보수,2257500,4506856096-10,85506349-10,2414000,기술연구원.대전.총무팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,FAB 옥상 냉각기 수리,2929375,4506853515-10,85493686-10,3083000,중앙연구소.기반기술.FAB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기계수리,원내(화학),3Pilot동,"3P221,32215호 제습기 보수 작업 ",2472500,4506856095-10,85498971-10,3045000,재료연구소.OLED공정PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,항온항습기,7363750,4506845919-10,85444597-10,8962000,기초소재연구소.SAP PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,연구동 충방전실 에어컨(4P122),11610000,4506873814-10,85444607-10,18269000,Mobile전지.개발.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4연구동,연구동 충방전실 에어컨(41316),17630000,4506873815-10,85444607-20,31494000,Mobile전지.개발.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),5Pilot동,5PB01 에어컨 신설,5478200,4506857758-10,85509502-10,5604000,정보전자소재연구소.OLED조명1PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),특수1Pilot동,1S333호실 냉난방기 이설,1298600,4506860276-10,85509526-10,1340000,기초소재연구소.PAG PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,FAB CDU Compressor Oil 교체 공사,5904975,4506861875-10,85519599-10,6918000,중앙연구소.기반기술.FAB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,냉매 배관공사,2400475,4506861823-10,85522477-10,2666000,기초소재연구소.SAP PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),3Pilot동,3P 1층 충방전실 에어컨수리,3025050,4506863266-10,85522773-10,3076000,Battery연구소.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,4P 1층 충방전실 에어컨 수리,3305625,4506863265-10,85523589-10,3369000,Mobile전지.개발.기획팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,에어컨 신설,3451825,4506872360-10,85523585-10,3997000,중앙연구소.미래기술.SOFC PJT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,에어컨 드레인 배관,711650,4506866769-10,85523585-20,1017000,중앙연구소.미래기술.SOFC PJT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,항온항습기 가습기,709500,4506866004-10,85530793-10,747000,중앙연구소.기반기술.부가중합PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,4P322 신규 에어컨 설치,3909775,4506866768-10,85530785-10,3997000,재료연구소.양극재PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,항온항습기 가습기 교체,1128750,4506869250-10,85539762-10,1234000,중앙연구소.기반기술.점착PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,4P322 신규 에어컨 - 배관 공사,987925,4506868933-10,85538495-10,1017000,재료연구소.양극재PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,FAB2 301A Compressor 교체 공사,1628625,4506871898-10,85541202-10,1763000,중앙연구소.기반기술.FAB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,FAB1 공조기 폴리 교체 공사,1045975,4506874309-10,85541313-10,1229000,중앙연구소.기반기술.FAB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),3Pilot동,3P241 항온항습기 실외기 FAN모터 교체,1042750,4506871548-10,85549331-10,1150000,Display재료.감광재개발3팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,에어컨 분해 세척,387000,4506872167-10,85549301-20,391000,Display재료.감광재개발3팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,에어컨 수리_부품 교체,320350,4506872363-10,85549301-10,330000,Display재료.감광재개발3팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4Pilot동,FAB 301B 및 302A CDU 실외기 FAN 수리,1053500,4506877319-10,85555207-10,1058000,중앙연구소.기반기술.FAB PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),5Pilot동,5P131 에어컨 수리,283800,4506877892-10,85554881-10,291000,정보전자소재연구소.고기능다층필름PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,전동식 암후드 설치 공사,482675,4506881324-10,85565807-10,674000,중앙연구소.미래기술.TE PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),,에어 배관 및 전기 공사,347225,4506880589-10,85555169-10,518000,중앙연구소.기반기술.RPAT PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),4연구동,42220 글로브 박스 폐기 공사,359050,4506880588-10,85570176-10,390000,Battery연구소.전해액개발PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기계수리,원내(화학),5Pilot동,5P131 항온항습기 휀모터 수리,645000,4506882125-10,85574080-10,721000,중앙연구소.기반기술.부가중합PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
